Handle,SEO Title,SEO Description,Product Category
c1612,"High Speed Micro Centrifuge, 12 Place Rotor | Laguna Scientific","High Speed Micro Centrifuge, 12 Place Rotor from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
c1008-rot2,Benchmark Scientific C1008-ROT2 Strip Rotor for | Laguna Scientific,Benchmark Scientific C1008-ROT2 Strip Rotor for MyFuge Mini from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Supplies
c1008-rot,Round Rotor 8 position | Laguna Scientific,"Round Rotor 8 position from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
c1008-group,Mini Centrifuge with 2 rotors | Laguna Scientific,"Mini Centrifuge with 2 rotors from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
c1008-a5-6,Tube adaptors are compatible with any Benchmark | Laguna Scientific,Tube adaptors are compatible with any Benchmark Scientific from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
c1008-a2-6,0.2ml Replacement Adapter Pack for Benchmark | Laguna Scientific,0.2ml Replacement Adapter Pack for Benchmark Scientific from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Equipment
c1005-t5-rk,Work Station Rack for 50 x 5ml tubes | Laguna Scientific,Work Station Rack for 50 x 5ml tubes from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
c1005-frz,"Freezer box for 5ml tubes, pack of 5 | Laguna Scientific","Freezer box for 5ml tubes, pack of 5 from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
c1005-ac2,"Adapter pack, for Cryovials (0.5 to 2.0ml) and | Laguna Scientific","Adapter pack, for Cryovials (0.5 to 2.0ml) and 1.5/2.0ml from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
c1005,MyFuge 5 MicroCentrifuge | Laguna Scientific,"MyFuge 5 MicroCentrifuge from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
bv101-r,Vornado Miniature Vortex Mixer | Laguna Scientific,"Vornado Miniature Vortex Mixer from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
bv101-g,"Vornado™ Mini Vortex Mixer, Green Cup | Laguna Scientific","Vornado™ Mini Vortex Mixer, Green Cup from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
bv1010-tst,Benchmixer™ XL Multi-Tube Vortexer includes 50x12mm | Laguna Scientific,Benchmixer™ XL Multi-Tube Vortexer includes 50x12mm tube from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
bv1010-mp02,BenchMixer XL™ Microplate Rack for 96 x 0.2ml tubes | Laguna Scientific,BenchMixer XL™ Microplate Rack for 96 x 0.2ml tubes or from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
bv1010-mp,BenchMixer™ XL is a heavy duty vortex mixer Rack | Laguna Scientific,BenchMixer™ XL is a heavy duty vortex mixer Rack for up to from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Equipment
bv1010-50hq,Horizontal Tube Rack for 7 x 50ml QuEChERs | Laguna Scientific,Horizontal Tube Rack for 7 x 50ml QuEChERs from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
bv1010-500,Tube Rack for BenchMixer XL Multi Tube Vortex | Laguna Scientific,Tube Rack for BenchMixer XL Multi Tube Vortex Mixer from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
bv1010-25,Tube Rack for BenchMixer XL Multi Tube Vortex | Laguna Scientific,Tube Rack for BenchMixer XL Multi Tube Vortex Mixer from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
bv1010-1520,Tube Rack for BenchMixer XL Multi Tube Vortex | Laguna Scientific,Tube Rack for BenchMixer XL Multi Tube Vortex Mixer from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
bv1010-150,"BenchMixerTM XL, this tube rack holds up to 50 x | Laguna Scientific","BenchMixerTM XL, this tube rack holds up to 50 x 15ml tubes from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
bv1010-13,Tube Rack for BenchMixer XL Multi Tube Vortex | Laguna Scientific,Tube Rack for BenchMixer XL Multi Tube Vortex Mixer from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
bv1010-12,BenchMixer XL Multi-Tube Vortexer | Laguna Scientific,"BenchMixer XL Multi-Tube Vortexer from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
bv1010-05,Tube Rack for BenchMixer XL Multi Tube Vortex | Laguna Scientific,Tube Rack for BenchMixer XL Multi Tube Vortex Mixer from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
bv1010-00,Replacement Foam Sheet for BenchMixer XL™. (Pack of | Laguna Scientific,Replacement Foam Sheet for BenchMixer XL™. (Pack of 2) from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Equipment
bv1010,BenchMixer XL Multi-Tube Vortexer | Laguna Scientific,"BenchMixer XL Multi-Tube Vortexer from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
bv1003-t500,Optional Foam Rack for 5 x 50 ml tubes | Laguna Scientific,Optional Foam Rack for 5 x 50 ml tubes from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
bv1003-t150,Optional Foam Rack for 12 x 15ml Tubes | Laguna Scientific,Optional Foam Rack for 12 x 15ml Tubes from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
bv1000-h500,"Optional horizontal head, for 2 x 50ml | Laguna Scientific","Optional horizontal head, for 2 x 50ml from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
bv1000-h150,"Optional horizontal head, for 4 x 15ml | Laguna Scientific","Optional horizontal head, for 4 x 15ml from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
bv1000-h15,"Optional horizontal head, for 12 x 1.5/2.0ml | Laguna Scientific","Optional horizontal head, for 12 x 1.5/2.0ml from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
bv1000-flat,FLAT Vortexer Flat head for Vortex Mixer | Laguna Scientific,FLAT Vortexer Flat head for Vortex Mixer from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Equipment
bv1000-combo,Optional combination head for one microplate & | Laguna Scientific,Optional combination head for one microplate & microtubes from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
bv1000,BenchMixer Vortex Mixer | Laguna Scientific,"BenchMixer Vortex Mixer from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
bt4500,Orbi-Shaker CO2 with Remote Controller and Rubber | Laguna Scientific,Orbi-Shaker CO2 with Remote Controller and Rubber from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Equipment
bt4011,Orbi-Shaker™CO2 XL orbital shaker with flat mat | Laguna Scientific,Orbi-Shaker™CO2 XL orbital shaker with flat mat platform from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Equipment
bt4001,Orbi-Shaker™ CO2 with remote controller and rubber | Laguna Scientific,Orbi-Shaker™ CO2 with remote controller and rubber mat from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Equipment
bt3000-mr,"MAGic Clamp™ Universal Platform 14 x 12"" (for | Laguna Scientific","MAGic Clamp™ Universal Platform 14 x 12"" (for flasks/tubes) from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
bt1500-a1520,"Optional Adapter, 20 x 1.5/2.0 ml for microplate | Laguna Scientific","Optional Adapter, 20 x 1.5/2.0 ml for microplate shakers from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
bt1500-a05,"Optional Adapter, 20 x 0.5 ml for microplate shakers | Laguna Scientific","Optional Adapter, 20 x 0.5 ml for microplate shakers from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
bt1011,Orbi-Shaker™ XL with Touch Screen Display and | Laguna Scientific,Orbi-Shaker™ XL with Touch Screen Display and rubber mat from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Equipment
bswpcr2,"Block, 1 x 96-well PCR plate (2&4 block models only) | Laguna Scientific","Block, 1 x 96-well PCR plate (2&4 block models only) from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
bswpcr1,"Block, 1 x 96-well PCR plate (Single block model | Laguna Scientific","Block, 1 x 96-well PCR plate (Single block model only) from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
bswnmr,"Block, 30 x NMR tubes | Laguna Scientific","Block, 30 x NMR tubes from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
bswmt,"Block, 1 x Micro Plate (2 & 4 block models only) | Laguna Scientific","Block, 1 x Micro Plate (2 & 4 block models only) from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
bswhem,"Block, 48 x hematocrit tubes | Laguna Scientific","Block, 48 x hematocrit tubes from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
bswcmb,Quick-Flip Universal Block for Digital Dry Baths: | Laguna Scientific,Quick-Flip Universal Block for Digital Dry Baths: Side 1: from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
bswbct,"Block, 12 x 13mm & 8 x 16mm (Blood Collection | Laguna Scientific","Block, 12 x 13mm & 8 x 16mm (Blood Collection Combi-Block) from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
bsw5mt,"Block, 12 x 5ml centrifuge tubes (17mm diameter) | Laguna Scientific","Block, 12 x 5ml centrifuge tubes (17mm diameter) from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
bsw50,Block for 5 x 50ml Centrifuge Tubes | Laguna Scientific,"Block for 5 x 50ml Centrifuge Tubes from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
bsw2mts,"Block, for Microtube Strips (2.0ml) 6 strips | Laguna Scientific","Block, for Microtube Strips (2.0ml) 6 strips from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
bsw1520,Block for Centrifuge Tubes 24 x 1.5/2.0ml | Laguna Scientific,Block for Centrifuge Tubes 24 x 1.5/2.0ml from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
bsw1516,"Block, 12x15-16mm (or 12x10ml blood tube) | Laguna Scientific","Block, 12x15-16mm (or 12x10ml blood tube) from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
bsw1500,"Block for Dry Baths, holds (24) 1.5ml | Laguna Scientific","Block for Dry Baths, holds (24) 1.5ml from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
bsw15,Block for 12 x 15ml Centrifuge Tubes | Laguna Scientific,Block for 12 x 15ml Centrifuge Tubes from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
bsw13,"Dry Bath Block, 20 x 13mm (5 and 7mL Tubes) | Laguna Scientific","Dry Bath Block, 20 x 13mm (5 and 7mL Tubes) from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
bsw1232,"Block, 20 x HPLC/CryoVial | Laguna Scientific","Block, 20 x HPLC/CryoVial from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
bsw10,"Block, 20 x 10mm (or 20 x 2.0ml | Laguna Scientific","Block, 20 x 10mm (or 20 x 2.0ml from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
bsw05,"Block, 24 x 0.5ml centrifuge tubes | Laguna Scientific","Block, 24 x 0.5ml centrifuge tubes from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
bsw02,"Block, 48 x 0.2ml tubes or 6 PCR strips | Laguna Scientific","Block, 48 x 0.2ml tubes or 6 PCR strips from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
bsw01,Solid Block for Digital Dry Baths | Laguna Scientific,"Solid Block for Digital Dry Baths from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
bsh-tp1,Temperature Probe for MyBlock and IsoBlock Dry Baths | Laguna Scientific,Temperature Probe for MyBlock and IsoBlock Dry Baths from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Equipment
bsh6000,isoBlock Digital Dry Bath without Blocks BSH6000 | Laguna Scientific,isoBlock Digital Dry Bath without Blocks BSH6000 from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Equipment
bsh200-hl,MyBlock™ Mini Dry Bath with a Heated Lid | Laguna Scientific,MyBlock™ Mini Dry Bath with a Heated Lid from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Equipment
bsh200,MyBlock Mini Dry Bath | Laguna Scientific,"MyBlock Mini Dry Bath from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
bsh100-cv,"MyBlock™ Dry Baths, holds (8) Cuvettes | Laguna Scientific","MyBlock™ Dry Baths, holds (8) Cuvettes, 12.5 x 12.5 x 32mm from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
bsh100-cu,"Block, solid (for custom machining) | Laguna Scientific","Block, solid (for custom machining) from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
bsh100-a12,Benchmark Scientific 12v vehicle power adapter | Laguna Scientific,Benchmark Scientific 12v vehicle power adapter from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Supplies
bsh100-5mt,"Block (6 x 5ml Centrifuge Tubes, 17mm diameter) | Laguna Scientific","Block (6 x 5ml Centrifuge Tubes, 17mm diameter) from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
bsh100-500,"MyBlock™ Dry Baths, holds (2) 50ml Centrifuge Tubes | Laguna Scientific","MyBlock™ Dry Baths, holds (2) 50ml Centrifuge Tubes from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
bsh1004,Four-Block Digital Dry Bath 115V | Laguna Scientific,"Four-Block Digital Dry Bath 115V from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
bsh1002,Two-Block Digital Dry Bath | Laguna Scientific,"Two-Block Digital Dry Bath from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
bsh100-15hl,MyBlock Mini dry bath with Heated Lid | Laguna Scientific,MyBlock Mini dry bath with Heated Lid from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Equipment
bsh100-1520,Benchmark Scientific MyBlock Mini - 15 x 1.5/2.0mL | Laguna Scientific,Benchmark Scientific MyBlock Mini - 15 x 1.5/2.0mL from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Supplies
bsh100-150,Block for MyBlock™ Dry Baths | Laguna Scientific,Block for MyBlock™ Dry Baths from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
bsh100-15,Block for MyBlock™ Dry Baths | Laguna Scientific,"Block for MyBlock™ Dry Baths from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
bsh100-1232,Benchmark Scientific MyBlock Mini - For 15 x 2.0mL | Laguna Scientific,Benchmark Scientific MyBlock Mini - For 15 x 2.0mL from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Supplies
bsh100-1213,"Block, No Lid, 15 x 12-13 mm Tubes and Vacutainers | Laguna Scientific","Block, No Lid, 15 x 12-13 mm Tubes and Vacutainers from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
bsh1001,One-Block Digital Dry Bath 115V | Laguna Scientific,"One-Block Digital Dry Bath 115V from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
bsh1000-group,BSH1000 Series Digital Dry Baths | Laguna Scientific,"BSH1000 Series Digital Dry Baths from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
bsh100-05,"Block for MyBlock™ Dry Baths, holds (24) 0.5ml | Laguna Scientific","Block for MyBlock™ Dry Baths, holds (24) 0.5ml from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
bsh100-02,"Block, 40 x 0.2ml (or 5 x PCR strips) | Laguna Scientific","Block, 40 x 0.2ml (or 5 x PCR strips) from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
br5000-stack,Everlast™ Rocker with Variable Speed and flat mat | Laguna Scientific,Everlast™ Rocker with Variable Speed and flat mat from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Equipment
br2000-stack,"BenchRocker™ 2D Variable Speed Rocker with 14""x12"" | Laguna Scientific","BenchRocker™ 2D Variable Speed Rocker with 14""x12"" flat mat from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
br2000-sp,"BenchRocker™ 2D Variable Speed Rocker with 14""x12"" | Laguna Scientific","BenchRocker™ 2D Variable Speed Rocker with 14""x12"" flat mat from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
br2000-flat,"BenchRocker™ 2D Variable Speed Rocker with 14""x12"" | Laguna Scientific","BenchRocker™ 2D Variable Speed Rocker with 14""x12"" flat mat from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
br2000,"BenchRocker™ 2D Variable Speed Rocker with 14""x12"" | Laguna Scientific","BenchRocker™ 2D Variable Speed Rocker with 14""x12"" flat mat from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
br1000-stack-d,"Stacking platform, large 12""x12"" with dimpled mat ( | Laguna Scientific","Stacking platform, large 12""x12"" with dimpled mat ( from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
br1000-stack,"Stacking platform, large 12""x12"" with flat mat | Laguna Scientific","Stacking platform, large 12""x12"" with flat mat (3.0"" from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
br1000-flat,"Flat Mat, large 12"" x 12"" | Laguna Scientific","Flat Mat, large 12"" x 12"" from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
br1000-dimpled,"Dimpled Mat for Rocker, 12 x 12in | Laguna Scientific","Dimpled Mat for Rocker, 12 x 12in from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
br1000,BenchBlotter™ Fixed Speed Platform Rocker with | Laguna Scientific,"BenchBlotter™ Fixed Speed Platform Rocker with 12x12"" flat from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
b4000-pa,B4000-PA | Laguna Scientific,"B4000-PA from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
b4000-p,B4000-P | Laguna Scientific,"B4000-P from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
b4000-28-220,BioClave 28 Research Sterilizer 28L 200-240V | Laguna Scientific,BioClave 28 Research Sterilizer 28L 200-240V from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Supplies
b4000-28-120,Bioclave 28L features an increased chamber size | Laguna Scientific,Bioclave 28L features an increased chamber size with a from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Supplies
b3d-stack-d,"Stacking platform, small 10.5""x7.5"" with dimpled | Laguna Scientific","Stacking platform, small 10.5""x7.5"" with dimpled mat (3.0"" from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
b3d-stack,"Stacking platform, small 10.5""x7.5"" with dimpled | Laguna Scientific","Stacking platform, small 10.5""x7.5"" with dimpled mat (3.0"" from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
b3d-flat,"Flat Mat, small 10.5"" x 7.5"" | Laguna Scientific","Flat Mat, small 10.5"" x 7.5"" from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
b3d-dimpled,"Dimpled Mat, small 10.5"" x 7.5"" | Laguna Scientific","Dimpled Mat, small 10.5"" x 7.5"" from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
b3d5000-stk,Optional Stacking Platform with Flat Mat (4.5” | Laguna Scientific,Optional Stacking Platform with Flat Mat (4.5” clearance) from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Supplies
b3d5000-dimp,Optional dimpled mat for use with a variety of tubes | Laguna Scientific,Optional dimpled mat for use with a variety of tubes from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
